province;red;green;blue;x;x
3226;73;152;132;Te Anau;x
3227;18;14;62;Rakiura;x
3228;123;2;53;Owaka;x
3229;166;120;153;Otepoti;x
3230;228;103;81;Tapanui;x
3231;116;124;110;Omarama;x
3232;238;32;83;Tekapo;x
3233;107;31;226;Oamaru;x
3234;59;106;105;Auckland Islands;x
3235;153;153;185;Tamaki;x
3236;119;31;87;Tasmanian Plateau;x
3237;174;46;99;Cradle Mountain;x
3238;62;118;6;Wynyard;x
3239;188;121;177;Redpa;x
3240;186;136;252;Queenstown;x
3241;92;254;175;Tarraleah;x
3242;209;224;243;Launceston;x
3243;67;224;60;Ansons Bay;x
3244;210;252;225;Swansea;x
3245;26;249;65;Whitemark;x
3246;182;167;36;Narracoopa;x
3247;159;193;81;Marlo;x
3248;4;48;70;Corryong;x
3249;150;91;62;Mount Buller;x
3250;226;16;96;Bairnsdale;x
3251;33;59;205;Benambra;x
3252;198;113;94;Jugungal;x
3253;203;69;159;Albury;x
3254;27;244;85;Shepparton;x
3255;112;61;4;Echuca;x
3256;86;136;156;Bendigo;x
3257;173;7;237;Tallarook;x
3258;166;120;14;Taggerty;x
3259;94;70;98;Sale;x
3260;73;178;179;Warragul;x
3261;249;65;156;Venus Bay;x
3262;105;174;71;Mornington;x
3263;65;34;14;Geelong;x
3264;35;40;185;Ballarat;x
3265;167;78;50;Cape Otway;x
3266;192;241;49;Portland;x
3267;132;157;26;Horsham;x
3268;89;64;222;Hamilton;x
3269;61;162;74;Edenhope;x
3270;65;142;37;Ararat;x
3271;135;12;188;Nhill;x
3272;121;44;11;Charlton;x
3273;158;190;175;Ouyen;x
3274;125;200;112;Millicent;x
3275;87;89;211;Naracoorte;x
3276;58;27;87;Cape Jaffa;x
3277;86;96;150;Keith;x
3278;6;167;147;Victor Harbour;x
3279;245;159;168;Karatta;x
3280;153;139;157;Barmera;x
3281;73;235;49;Clare;x
3282;0;114;152;Kadina;x
3283;217;204;32;Peterborough;x
3284;114;72;57;Mingary;x
3285;69;125;68;Port Augusta;x
3286;227;132;34;Hawker;x
3287;158;193;243;Lyndhurst;x
3288;149;29;233;Marree;x
3289;70;172;42;Birdsville;x
3290;35;72;217;Woomera;x
3291;98;127;213;Glendambo;x
3292;227;38;45;Andamooka;x
3293;234;66;33;Coober Pedy;x
3294;15;209;2;Marla;x
3295;92;118;129;Oodnadatta;x
3296;191;17;118;Cowell;x
3297;221;55;177;Port Neill;x
3298;205;92;196;Port Lincoln;x
3299;181;204;129;Sheringa;x
3300;87;50;206;Warramboo;x
3301;47;49;170;Kimba;x
3302;203;221;52;Poochera;x
3303;114;215;36;Port Kenny;x
3304;69;14;47;Ceduna;x
3305;44;37;152;Bookabie;x
3306;141;100;226;Yalata;x
3307;117;124;210;Jindabyne;x
3308;35;190;92;Canberra;x
3309;227;243;172;Wollongong;x
3310;190;159;254;Nowra;x
3311;5;145;128;Gosford;x
3312;56;180;10;Newcastle;x
3313;159;155;5;Port Macquarie;x
3314;177;122;160;Byron Bay;x
3315;97;166;174;Glen Innes;x
3316;204;32;245;Quirindi;x
3317;19;63;117;Tamworth;x
3318;178;160;254;Barrington Tops;x
3319;36;36;211;Narrabri;x
3320;143;142;11;Moree;x
3321;120;168;57;Walgett;x
3322;177;168;82;Bourke;x
3323;136;78;218;Nyngan;x
3324;171;36;80;Cobar;x
3325;24;45;113;Gilgandra;x
3326;122;127;34;Mudgee;x
3327;15;147;70;Bathurst;x
3328;202;103;12;Orange;x
3329;184;50;202;Wollemi;x
3330;67;114;201;Kanangra Ranges;x
3331;36;243;35;Cowra;x
3332;211;224;203;Jugiong;x
3333;187;74;1;Batlow;x
3334;102;100;248;Jerilderie;x
3335;106;35;213;Narrandera;x
3336;199;39;207;West Wyalong;x
3337;164;187;79;Forbes;x
3338;3;211;8;Deniliquin;x
3339;41;138;34;Balranald;x
3340;134;90;237;Hay;x
3341;208;169;221;Gilgunnia;x
3342;173;133;241;Condobolin;x
3343;154;50;254;Mungo;x
3344;6;42;74;Mossgiel;x
3345;8;89;245;Wilcannia;x
3346;209;84;2;Broken Hill;x
3347;176;236;156;Scotia;x
3348;109;106;43;Danggali;x
3349;29;53;180;Wanaaring;x
3350;67;87;86;Sunshine Coast;x
3351;36;22;78;Warwick;x
3352;129;175;228;Goondiwindi;x
3353;14;103;234;Miles;x
3354;119;135;222;Roma;x
3355;219;175;85;Dirranbandi;x
3356;120;110;70;Cunnamulla;x
3357;88;165;93;Charleville;x
3358;245;146;76;Blackall;x
3359;5;135;98;Longreach;x
3360;238;224;76;Windorah;x
3361;29;225;175;Eromanga;x
3362;6;110;92;Maryborough;x
3363;226;223;99;Gayndah;x
3364;67;13;71;Bundaberg;x
3365;216;164;247;Gold Coast;x
3366;152;56;8;Theodore;x
3367;194;17;130;Albinia;x
3368;130;252;142;Emerald;x
3369;183;167;193;Barcaldine;x
3370;252;187;244;Mackay;x
3371;44;67;169;Bowen;x
3372;223;186;23;Townsville;x
3373;244;9;215;Llanarth;x
3374;188;98;164;Charters Towers;x
3375;9;120;162;Belyando;x
3376;102;229;147;Hughendon;x
3377;157;112;18;Winton;x
3378;28;159;187;Cloncurry;x
3379;251;75;188;Boulia;x
3380;217;136;62;Bedourie;x
3381;253;70;27;Diamantina;x
3382;20;111;173;Georgetown;x
3383;17;10;181;Normanton;x
3384;226;176;231;Kowanyama;x
3385;234;215;185;Cooktown;x
3386;4;52;204;Lockhart;x
3387;130;80;15;Nicholson;x
3388;174;78;196;Maningrida;x
3389;247;95;225;Numbulwar;x
3390;205;207;228;Alyangula;x
3391;174;194;210;Mataranka;x
3392;90;135;234;Katherine;x
3393;94;122;245;Timber Creek;x
3394;62;57;93;Top Springs;x
3395;100;203;2;Daly Waters;x
3396;188;181;181;Borroloola;x
3397;206;192;246;Warumungu;x
3398;214;249;48;Tablelands;x
3399;22;154;56;Wilora;x
3400;3;115;234;Alice Springs;x
3401;18;7;125;Sandover;x
3402;247;197;37;Yulara;x
3403;85;140;17;Yuendumu;x
3404;44;207;22;Tanami;x
3405;112;58;238;Kalkarindji;x
3406;75;1;48;Wyndham;x
3407;244;220;195;Kalumburu;x
3408;90;95;228;Halls Creek;x
3409;18;107;70;Sturt Creek;x
3410;131;221;12;Fitzroy Crossing;x
3411;144;75;122;Willare;x
3412;174;68;96;Kimbolton;x
3413;228;171;193;Broome;x
3414;252;243;22;Eighty Mile Beach;x
3415;145;148;79;Port Hedland;x
3416;143;189;49;Karratha;x
3417;39;88;166;Onslow;x
3418;121;172;183;Exmouth;x
3419;187;205;223;Newman;x
3420;94;16;13;Kumarina;x
3421;76;146;223;Nanutarra;x
3422;183;173;16;Yannarie;x
3423;236;185;198;Meekathara;x
3424;141;46;181;Yalgoo;x
3425;119;153;174;Wooramel;x
3426;250;75;60;Geraldton;x
3427;75;182;33;Cervantes;x
3428;244;224;187;Wiluna;x
3429;63;7;5;Kalgoorlie;x
3430;193;19;171;Coolgardie;x
3431;25;215;146;Merredin;x
3432;6;45;15;Ularring;x
3433;222;82;184;Wubin;x
3434;152;193;77;Mandurah;x
3435;0;247;21;Bunbury;x
3436;146;87;58;Albany;x
3437;55;131;147;Katanning;x
3438;67;124;23;Esperance;x
3439;242;44;178;Norseman;x
3440;197;26;208;Hyden;x
3441;181;134;207;Cocklebiddy;x
3442;209;222;118;Eucla;x
3443;157;193;175;Ngaanyatjarra;x
3444;209;108;138;Warburton;x
3445;103;101;190;Laverton;x
3446;81;50;183;Great Victoria Desert;x
3447;61;30;209;Tanami Desert;x
3448;31;9;142;Simpson Desert;x
3449;6;24;112;Innawanga;x
3450;123;47;58;Dobo;x
3451;122;82;14;Tual;x
3452;64;108;30;Tepa;x
3453;60;172;43;Serwaru;x
3454;207;241;185;Batumerah;x
3455;129;191;7;Wasiri;x
3456;6;45;195;Dili;x
3457;142;220;146;Viqueque;x
3458;18;213;13;Suai;x
3459;30;4;22;Atambua;x
3460;126;144;17;Weoe;x
3461;22;185;95;Citrana;x
3462;74;107;193;Pepela;x
3463;95;211;113;Kabanda;x
3464;115;49;213;Bondokodi;x
3465;212;94;17;Kalabahi;x
3466;97;56;54;Hadakewa;x
3467;164;46;36;Nobo;x
3468;187;214;144;Riung;x
3469;168;228;33;Ruteng;x
3470;228;93;64;Padang;x
3471;206;237;100;Pernang;x
3472;218;167;130;Pekat;x
3473;93;186;148;Negara;x
3474;118;233;169;Pulau;x
3475;2;11;134;Sumenep;x
3476;230;31;45;Banyuwangi;x
3477;207;30;107;Probolinggo;x
3478;116;39;165;Malang;x
3479;165;194;134;Tuban;x
3480;213;207;141;Tulungagung;x
3481;185;164;119;Yogyakarta;x
3482;195;224;116;Blora;x
3483;96;115;103;Magelang;x
3484;139;181;70;Purwokerto;x
3485;198;195;2;Bekasi;x
3486;105;6;46;Tasikmalaya;x
3487;171;109;68;Bogor;x
3488;230;131;135;Krui;x
3489;181;190;125;Kotabumi;x
3490;154;78;63;Cabang;x
3491;115;167;110;Simpangtiga;x
3492;59;46;57;Lahat;x
3493;40;34;50;Surulangun;x
3494;51;148;13;Mangsang;x
3495;182;96;137;Toboali;x
3496;57;0;8;Mana;x
3497;199;79;109;Sungai Penuh;x
3498;213;162;68;Pamenang;x
3499;201;100;42;Merlung;x
3500;217;187;29;Kambang;x
3501;218;39;17;Abai;x
3502;83;49;62;Tenang Rainforest;x
3503;176;19;25;Seberida;x
3504;105;51;56;Bukuttinggi;x
3505;102;204;65;Selat Panjang;x
3506;217;225;70;Sungaiguntung;x
3507;45;160;77;Duri;x
3508;61;186;217;Samosir;x
3509;111;98;129;Pematangsiantar;x
3510;231;179;67;Tanjung;x
3511;132;227;90;Sidikalang;x
3512;105;89;132;Aceh Mountains;x
3513;253;2;127;Langsa;x
3514;16;197;43;Meulaboh;x
3515;140;83;61;Sinabang;x
3516;80;60;52;Bobokan;x
3517;213;56;201;Seai;x
3518;195;168;54;Lubuk Basung;x
3519;55;40;158;Panti;x
3520;118;111;83;Pakan Rabaa;x
3521;138;80;204;Sedanau;x
3522;207;186;165;Tobong;x
3523;72;13;191;Singapore;x
3524;90;24;88;Penawar;x
3525;228;53;79;Mersing;x
3526;79;200;46;Batu Pahat;x
3527;104;37;65;Kluang;x
3528;111;250;160;Segamat;x
3529;221;210;254;Sembilan;x
3530;210;79;166;Kuala Lumpur;x
3531;183;90;21;Pekan;x
3532;55;182;20;Temerloh;x
3533;34;45;234;Kuala Lipis;x
3534;85;61;14;Tama Negara;x
3535;10;245;55;Chukai;x
3536;82;173;110;Kuala Dungun;x
3537;30;119;17;Teluk Intan;x
3538;214;27;189;Taiping;x
3539;7;181;70;Lumut;x
3540;74;100;72;Gerik;x
3541;9;113;8;Kuala Krai;x
3542;180;18;81;Gua Musang;x
3543;68;73;228;Sungai Petani;x
3544;84;73;217;Jitra;x
3545;211;146;114;Jerantut;x
3546;119;188;116;Bokpyin;x
3547;8;44;8;Tanintharyi;x
3548;230;20;169;Palaw;x
3549;154;228;19;Duya;x
3550;228;228;142;Sai Yok;x
3551;247;197;127;Tanintharyi;x
3552;214;246;141;Mae Lamung;x
3553;183;155;4;Sao Hin;x
3554;107;3;243;Kawkareik;x
3555;240;130;190;Hpapun;x
3556;214;37;62;Pyapon;x
3557;250;209;13;Labutta;x
3558;66;29;137;Hinthada;x
3559;135;154;33;Tharrawaddy;x
3560;200;114;5;Kyeintali;x
3561;64;89;245;Kyaukpyu;x
3562;52;26;110;Arakan;x
3563;149;63;200;Sittwe;x
3564;169;182;28;Paletwa;x
3565;125;151;127;Hakha;x
3566;83;67;203;Arakan;x
3567;11;43;15;Gangaw;x
3568;159;160;72;Bonmazin;x
3569;182;99;75;Naypyitaw;x
3570;182;241;72;Pyin Oo Lwin;x
3571;234;34;209;Kyatpyin;x
3572;151;177;99;Nyaung-U;x
3573;141;93;7;Kyaukhtu;x
3574;117;91;217;Thayet;x
3575;174;135;240;Mong Lin;x
3576;164;42;123;Menglian;x
3577;112;225;71;Mong Hsu;x
3578;129;120;157;Kunlong;x
3579;84;254;174;Lashio;x
3580;168;68;7;Cangyuan;x
3581;170;238;96;Intaw;x
3582;216;64;56;Mabein;x
3583;133;42;30;Migyaung-in;x
3584;93;218;57;Mohnyin;x
3585;141;13;181;Hkamti;x
3586;145;21;16;Nujiang;x
3587;115;45;39;Arunachal;x
3588;76;160;6;Chipwi;x
3589;99;144;25;Gladstone;x
3590;101;8;159;Churachandpur;x
3591;203;88;57;Senapati;x
3592;92;171;186;Koshima;x
3593;190;95;70;Tuli;x
3594;28;29;171;Nampong;x
3595;81;7;14;Arunachal;x
3596;169;90;205;Emiya;x
3597;210;163;111;Yingkiong;x
3598;109;103;204;Basar;x
3599;209;4;24;Bomdila;x
3600;80;1;40;Jigme Dori;x
3601;224;86;145;Mongar;x
3602;171;136;122;Trongsa;x
3603;241;77;253;Gelephu;x
3604;110;199;169;Phuentsholing;x
3605;103;15;68;Himalaya;x
3606;7;246;124;Tinsukia;x
3607;128;73;149;Gohpur;x
3608;172;134;175;Diphu;x
3609;121;98;184;Nagaon;x
3610;222;54;223;Tezpur;x
3611;149;161;88;Shillong;x
3612;101;139;3;Tura;x
3613;193;211;38;Dhubri;x
3614;140;219;103;Alipurduar;x
3615;246;76;97;Biratnagar;x
3616;75;94;196;Gaighat;x
3617;206;23;218;Janakpur;x
3618;124;4;225;Lunglei;x
3619;96;113;78;Champhai;x
3620;97;71;166;Rajapalong;x
3621;164;218;185;Rangamati;x
3622;18;90;208;Chandpur;x
3623;84;36;106;Char Fasson;x
3624;203;132;206;Mongla;x
3625;172;32;191;Satkhira;x
3626;103;40;11;Jessore;x
3627;122;77;59;Narsingdi;x
3628;29;93;56;Pabna;x
3629;172;51;129;Bogra;x
3630;9;150;147;Dinajpur;x
3631;170;89;4;Bardhaman;x
3632;87;75;113;Kharagpur;x
3633;76;68;51;Rampurhat;x
3634;19;23;174;Malda;x
3635;235;77;103;Sahibganj;x
3636;137;234;57;Begusarai;x
3637;67;64;54;Supaul;x
3638;244;137;245;Motihari;x
3639;63;93;116;Siwan;x
3640;195;157;51;Sasaram;x
3641;113;171;54;Nawada;x
3642;189;220;35;Dumka;x
3643;141;172;55;Dhanbad;x
3644;219;126;12;Bagodar;x
3645;75;105;41;Balumath;x
3646;121;185;2;Jamshedpur;x
3647;245;52;5;Chakradharpur;x
3648;145;92;60;Ambikapur;x
3649;107;68;47;Chirimiri;x
3650;23;245;136;Korba;x
3651;53;28;196;Barauda;x
3652;156;233;40;Rajnandgaon;x
3653;156;145;43;Bijapur;x
3654;19;152;61;Indravati;x
3655;94;173;117;Bhadrak;x
3656;166;4;41;Puri;x
3657;63;222;2;Rourkela;x
3658;141;123;81;Bhawanipatna;x
3659;25;6;2;Rayagada;x
3660;50;195;130;Malkangiri;x
3661;218;166;158;Nayagarh;x
3662;2;191;147;Vizianagaram;x
3663;113;48;61;Kakinada;x
3664;230;10;248;Bhimavaram;x
3665;12;68;51;Eluru;x
3666;200;123;210;Chirala;x
3667;213;169;219;Kavali;x
3668;71;91;7;Tirupati;x
3669;45;192;32;Madanapalle;x
3670;35;238;192;Anantapur;x
3671;250;0;149;Nandyala;x
3672;24;230;21;Dharmapuri;x
3673;147;18;74;Pollachi;x
3674;51;62;77;Erode;x
3675;215;123;181;Thoothukudi;x
3676;9;50;133;Athiyuthu;x
3677;8;57;72;Jaffna;x
3678;184;120;20;Anuradhapura;x
3679;198;176;251;Dambulla;x
3680;113;142;84;Galle;x
3681;240;189;252;Eliya;x
3682;184;68;31;Kalmunai;x
3683;221;11;241;Batticaloa;x
3684;213;246;25;Alappuzha;x
3685;247;247;89;Mandya;x
3686;252;114;180;Udupi;x
3687;158;205;12;Sirsi;x
3688;65;185;169;Davanagere;x
3689;174;47;132;Sindhanur;x
3690;226;111;83;Yadgir;x
3691;226;5;238;Gokak;x
3692;143;237;125;Bagalkot;x
3693;208;22;213;Nalgonda;x
3694;235;196;12;Pamunuru;x
3695;61;75;222;Nizamabad;x
3696;117;172;36;Siddipet;x
3697;78;235;188;Ballarpur;x
3698;151;13;233;Gadchirol;x
3699;170;140;109;Bhandara;x
3700;18;97;90;Amravati;x
3701;242;58;176;Pusad;x
3702;248;25;208;Jalgaon;x
3703;63;108;214;Malegaon;x
3704;199;231;140;Jath;x
3705;194;181;103;Balaghat;x
3706;153;119;199;Chhindwara;x
3707;7;94;201;Narsinghpur;x
3708;26;168;198;Sidhi;x
3709;48;124;107;Satna;x
3710;177;174;48;Rewa;x
3711;89;100;246;Katni;x
3712;132;167;45;Damoh;x
3713;83;3;254;Khurai;x
3714;100;31;224;Vidisha;x
3715;34;69;201;Guna;x
3716;194;247;197;Biaora;x
3717;174;234;103;Shivpura;x
3718;180;120;130;Sheopur;x
3719;49;32;130;Karera;x
3720;76;83;91;Bhind;x
3721;194;240;205;Sehore;x
3722;25;215;102;Khandwa;x
3723;46;213;11;Ratlam;x
3724;216;222;243;Jaora;x
3725;163;70;186;Renukoot;x
3726;207;77;137;Lalganj;x
3727;11;143;180;Deoria;x
3728;139;148;203;Azamgarh;x
3729;229;130;155;Basti;x
3730;131;40;245;Sultanpur;x
3731;111;27;151;Gauriganj;x
3732;189;113;249;Kanpur;x
3733;46;129;227;Rath;x
3734;122;247;160;Sitapur;x
3735;190;73;115;Bareilly;x
3736;191;12;101;Budaun;x
3737;36;98;49;Mainpuri;x
3738;205;106;26;Aligarh;x
3739;127;38;89;Bijnor;x
3740;25;117;116;Meerut;x
3741;142;50;72;Nepalgunj;x
3742;249;208;6;Kankri;x
3743;205;44;221;Dhangadhi;x
3744;224;75;110;Patan;x
3745;237;7;139;Haridwar;x
3746;64;249;25;Srinagar;x
3747;231;104;242;Badrinath;x
3748;0;211;81;Almora;x
3749;25;74;250;Gurugram;x
3750;116;155;55;Narnaul;x
3751;179;165;220;Rohtak;x
3752;202;96;175;Kurukshetra;x
3753;88;165;55;Kaithal;x
3754;95;239;129;Jind;x
3755;31;60;164;Hisar;x
3756;240;112;88;Sirsa;x
3757;70;129;152;Sri Ganganagar;x
3758;187;84;35;Suratgarh;x
3759;10;38;248;Hanumangarh;x
3760;223;167;82;Khajuwala;x
3761;149;45;97;Phalodi;x
3762;225;119;120;Balotra;x
3763;238;157;161;Sanchore;x
3764;223;161;234;Sirohi;x
3765;78;76;76;Pali;x
3766;67;209;124;Makrana;x
3767;151;112;207;Beawar;x
3768;192;176;234;Sarolakala;x
3769;164;115;108;Tonk;x
3770;209;98;192;Vadodara;x
3771;40;74;233;Mehsana;x
3772;133;193;97;Surendranagar;x
3773;82;131;123;Bhatiya;x
3774;224;36;173;Keshod;x
3775;21;152;2;Mahuva;x
3776;29;217;107;Bhavnagar;x
3777;189;79;89;Gandhidham;x
3778;123;39;146;Dholavira;x
3779;134;39;129;Mandvi;x
3780;109;43;132;Lakhpat;x
3781;212;170;57;Mandi;x
3782;198;16;7;Sarahan;x
3783;136;211;194;Nako;x
3784;254;218;211;Manali;x
3785;138;110;11;Himalayas;x
3786;254;219;100;Himalayas;x
3787;24;64;0;Himalayas;x
3788;237;210;34;Himalayas;x
3789;10;122;61;Chandigarh;x
3790;239;56;228;Gurdaspur;x
3791;63;214;139;Amritsar;x
3792;138;128;207;Hoshiarpur;x
3793;184;78;114;Moga;x
3794;49;61;176;Faridkot;x
3795;158;249;32;Bathinda;x
3796;11;153;54;Barnala;x
3797;184;230;25;Nagarparkar;x
3798;41;17;242;Mithi;x
3799;11;119;202;Badin;x
3800;120;237;166;Makli;x
3801;214;233;112;Keti Bandar;x
3802;150;151;24;Mirpur Khas;x
3803;86;17;144;Kirthar Range;x
3804;236;84;43;Noori Abad;x
3805;60;155;67;Sanghar;x
3806;139;146;228;Dadu;x
3807;207;23;63;Mehrabpur;x
3808;115;74;201;Daharki;x
3809;141;158;172;Larkana;x
3810;226;220;233;Jacobabad;x
3811;173;209;196;Dera Bugti;x
3812;97;48;155;Sadiqabad;x
3813;30;198;192;Rajanpur;x
3814;131;13;211;Ahmedpur;x
3815;80;197;13;Muzaffargarh;x
3816;153;14;152;Hasilpur;x
3817;118;233;150;Derawar;x
3818;21;25;81;Burewala;x
3819;52;119;105;Sahiwal;x
3820;6;214;174;Taunsa;x
3821;135;19;249;Layyah;x
3822;129;98;249;Kasur;x
3823;166;228;89;Narowal;x
3824;221;75;186;Gujranwala;x
3825;84;224;165;Faisalabad;x
3826;185;222;116;Jhang;x
3827;133;186;37;Kundian;x
3828;74;87;85;Khushab;x
3829;1;246;84;Talagang;x
3830;158;227;67;Chakwal;x
3831;109;177;145;Mianwali;x
3832;123;5;104;Dera Ismail Khan;x
3833;213;164;194;Kohat;x
3834;184;93;189;Islamabad;x
3835;162;112;186;Mardan;x
3836;149;136;216;Naran;x
3837;175;45;105;Pamir Mountains;x
3838;42;33;194;Allai;x
3839;129;159;21;Mingora;x
3840;94;17;28;Pamir Mountains;x
3841;58;217;91;Ghorghushti;x
3842;211;23;104;Mastuj;x
3843;190;247;163;Chilas;x
3844;199;128;81;Bandipora;x
3845;165;235;40;Shopian;x
3846;209;233;54;Parachinar;x
3847;242;127;42;Razmak;x
3848;84;49;241;Zhob;x
3849;173;108;25;Loralai;x
3850;130;69;76;Qila Saifullah;x
3851;249;228;80;Rarasham;x
3852;230;50;69;Chaman;x
3853;177;3;170;Ziarat;x
3854;209;247;36;Mastung;x
3855;93;93;94;Khuzdar;x
3856;118;185;113;Garruk;x
3857;41;206;4;Ahmad Wal;x
3858;99;51;246;Kirthar Range;x
3859;97;75;90;Bela;x
3860;61;107;151;Awaran;x
3861;128;53;136;Dalbandin;x
3862;36;95;137;Taftan;x
3863;237;91;238;Qila Ladgasht;x
3864;100;188;30;Turbat;x
3865;221;51;173;Panjgur;x
3866;247;90;58;Nag;x
3867;173;178;76;Ormara;x
3868;123;22;166;Pasni;x
3869;87;75;50;Pamir Mountains;x
3870;119;47;213;Fayzabad;x
3871;51;161;24;Taleqan;x
3872;3;8;141;Baghlan;x
3873;69;66;77;Anjoman;x
3874;211;156;145;Charikar;x
3875;71;133;152;Khost;x
3876;238;190;15;Orgun;x
3877;196;250;139;Day Chopan;x
3878;180;23;22;Qalat e Gilzay;x
3879;94;156;96;Registan Desert;x
3880;131;20;22;Khannesin;x
3881;250;39;150;Rudbar;x
3882;106;239;240;Hamun Lake;x
3883;119;156;85;Dasht-e Margo Desert;x
3884;212;194;89;Delaram;x
3885;209;235;59;Tojg;x
3886;194;63;52;Anar Dara;x
3887;135;182;5;Chora;x
3888;79;60;97;Musa Qala;x
3889;170;114;30;Panjab;x
3890;243;43;172;Sharak;x
3891;72;25;117;Azaw;x
3892;109;81;198;Ghurmach;x
3893;199;231;153;Sheberghan;x
3894;220;114;83;Paropamisus Mountains;x
3895;128;131;137;Sorakan;x
3896;13;182;2;Chapchal;x
3897;109;111;249;Kholm;x
3898;162;159;38;Bamyan;x
3899;148;50;74;Safed Koh Mountains;x
3900;170;67;142;Day Mirdad;x
3901;239;139;71;Surkhi Parsa;x
3902;121;62;108;Poshti;x
3903;250;118;59;Saravan;x
3904;171;162;72;Khash;x
3905;211;75;23;Zahedan;x
3906;89;158;61;Bazman;x
3907;241;237;88;Jiroft;x
3908;237;135;242;Gerouk;x
3909;114;15;71;Golmorti;x
3910;208;248;169;Minab;x
3911;179;229;189;Baft;x
3912;157;135;95;Zabol;x
3913;173;195;98;Lut Desert;x
3914;146;191;24;Zarand;x
3915;117;172;43;Nay Band;x
3916;79;70;23;Khusf;x
3917;198;87;7;Ghayen;x
3918;32;139;165;Sarayan;x
3919;26;252;30;Taybad;x
3920;75;100;120;Torbat-e-Jam;x
3921;149;145;74;Torbat Heydariyeh;x
3922;182;179;192;Quchan;x
3923;138;103;39;Esfarayen;x
3924;4;202;80;Gonbad Kavus;x
3925;71;96;186;Shahroud;x
3926;216;74;157;Elburz Mountains;x
3927;109;42;94;Elburz Mountains;x
3928;114;16;174;Elburz Mountains;x
3929;165;182;197;Kavir Desert;x
3930;161;195;243;Kavir Desert;x
3931;21;75;228;Hoseinan;x
3932;210;9;47;Jandaq;x
3933;64;204;185;Khur;x
3934;110;82;24;Lut Desert;x
3935;149;170;5;Saqand;x
3936;252;66;226;Naein;x
3937;205;3;83;Bafgh;x
3938;6;162;121;Shahrbabak;x
3939;131;100;17;Kish;x
3940;199;110;246;Khamir;x
3941;109;190;30;Charak;x
3942;210;136;212;Forg;x
3943;12;120;220;Jahrom;x
3944;234;245;27;Neyriz;x
3945;28;235;78;Khormoj;x
3946;142;69;124;Ganaveh;x
3947;49;232;45;Marvdasht;x
3948;19;53;110;Eqlid;x
3949;200;116;232;Yasuj;x
3950;115;177;88;Firuzabad;x
3951;251;89;13;Nourabad;x
3952;148;106;84;Zagros Mountains;x
3953;120;46;46;Zagros Mountains;x
3954;112;148;2;Shahreza;x
3955;229;154;187;Boroujen;x
3956;174;254;102;Izeh;x
3957;11;142;118;Mahshahr;x
3958;30;84;120;Abadan;x
3959;200;145;231;Soleyman;x
3960;222;41;126;Andimeshk;x
3961;28;99;142;Kuhdasht;x
3962;170;198;179;Mousiyan;x
3963;114;14;25;Arak;x
3964;127;211;21;Dorud;x
3965;194;183;156;Aligudarz;x
3966;131;165;1;Khomein;x
3967;252;107;5;Borujerd;x
3968;89;47;45;Malayer;x
3969;250;140;72;Marivan;x
3970;13;247;159;Qorveh;x
3971;2;195;100;Saqqez;x
3972;195;3;147;Bukan;x
3973;190;74;12;Baneh;x
3974;167;251;133;Qoshachay;x
3975;100;128;155;Naqadeh;x
3976;57;124;92;Maku;x
3977;144;13;188;Marand;x
3978;144;181;191;Salmas;x
3979;252;234;113;Ahar;x
3980;142;160;38;Parsabad;x
3981;198;168;111;Meshgin Shahr;x
3982;143;136;141;Bijar;x
3983;65;25;204;Sarab;x
3984;207;26;21;Talesh;x
3985;215;118;197;Rasht;x
3986;57;92;187;Chalus;x
3987;206;43;73;Babol;x
3988;116;186;124;Behshahr;x
3989;180;162;113;Qaemshahr;x
3990;25;150;184;Pardis;x
3991;17;129;136;Eslamshahr;x
3992;203;5;216;Varamin;x
3993;126;34;155;Takestan;x
3994;130;86;99;Elburz Mountains;x
3995;102;69;116;Elburz Mountains;x
3996;70;29;6;Elburz Mountains;x
3997;53;12;59;Elburz Mountains;x
3998;21;6;67;Elburz Mountains;x
3999;67;26;13;Zagros Mountains;x
4000;109;12;31;Zagros Mountains;x
4001;54;52;76;Zagros Mountains;x
4002;173;53;44;Zagros Mountains;x
4003;118;56;83;Zagros Mountains;x
4004;183;157;143;Al Wafra;x
4005;87;106;13;Abdali;x
4006;178;89;220;Safwan;x
4007;167;117;166;Nasiriyah;x
4008;83;83;231;Najaf;x
4009;127;215;129;Hillah;x
4010;244;230;27;Shatrah;x
4011;25;189;144;Gassan;x
4012;57;64;30;Aziziyah;x
4013;228;162;90;Mahmudiyah;x
4014;204;151;165;Hosseinia;x
4015;227;81;32;Samarra;x
4016;74;187;168;Kalar;x
4017;170;64;27;Amerli;x
4018;78;36;136;Soran;x
4019;252;200;69;Sheladiz;x
4020;239;204;149;Comoros;x
4021;244;97;32;Antankara;x
4022;217;166;43;Iboina;x
4023;142;185;186;Tsimihety;x
4024;100;201;61;Maroantsetra;x
4025;38;83;21;Vatomandry;x
4026;169;74;32;Antemoro;x
4027;215;80;147;Betsileo;x
4028;79;160;47;Mahafaly;x
4029;139;53;205;Antanosy;x
4030;185;135;224;Bara;x
4031;201;54;85;Antsalova;x
4032;222;145;161;Fiherana;x
4033;217;108;129;Al Qadirif;x
4034;155;61;79;Makua;x
4035;227;164;55;Ngindo;x
4036;234;204;150;Wayao;x
4037;200;19;117;Katsekera;x
4038;49;155;99;Lolo;x
4039;38;234;130;Lundu;x
4040;44;52;201;Kalonga;x
